season,game_type,team,week,gsis_id,position,full_name,first_name,last_name,report_primary_injury,report_secondary_injury,report_status,practice_primary_injury,practice_secondary_injury,practice_status,date_modified
2019,REG,CIN,1,00-0032807,S,Clayton Fejedelem,Clayton,Fejedelem,,,,Ankle,,Full Participation in Practice,2019-09-06T12:05:39Z
2019,REG,CIN,1,00-0029560,CB,Dre Kirkpatrick,Dre,Kirkpatrick,,,,Achilles,,Full Participation in Practice,2019-09-06T12:05:39Z
2019,REG,CIN,1,00-0033460,WR,John Ross,John,Ross,,,,Hamstring,,Full Participation in Practice,2019-09-06T12:05:39Z
2019,REG,CIN,1,00-0029561,T,Cordy Glenn,Cordy,Glenn,Concussion,,Out,Concussion,,Did Not Participate In Practice,2019-09-06T12:07:04Z
2019,REG,CIN,1,00-0027942,WR,A.J. Green,A.J.,Green,Ankle,,Out,Ankle,,Did Not Participate In Practice,2019-09-06T12:07:12Z
2019,REG,CIN,1,00-0035291,RB,Trayveon Williams,Trayveon,Williams,Foot,,Out,Foot,,Did Not Participate In Practice,2019-09-06T12:07:19Z
2019,REG,CIN,1,00-0034686,WR,Auden Tate,Auden,Tate,Knee,,Doubtful,Knee,,Limited Participation in Practice,2019-09-06T12:07:28Z
2019,REG,CLE,1,00-0031235,WR,Odell Beckham,Odell,Beckham,,,,Hip,,Full Participation in Practice,2019-09-06T11:46:29Z
2019,REG,CLE,1,00-0033501,DT,Devaroe Lawrence,Devaroe,Lawrence,,,,Shoulder,,Full Participation in Practice,2019-09-06T11:46:29Z
2019,REG,CLE,1,00-0035646,LB,Sione Takitaki,Sione,Takitaki,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2019-09-06T11:46:57Z
2019,REG,DAL,1,00-0027663,LB,Sean Lee,Sean,Lee,,,,Knee,Not Injury Related,Did Not Participate In Practice,2019-09-06T12:00:03Z
2019,REG,DAL,1,00-0031544,WR,Amari Cooper,Amari,Cooper,,,,Foot,,Full Participation in Practice,2019-09-06T11:59:51Z
2019,REG,DAL,1,00-0029641,DE,Tyrone Crawford,Tyrone,Crawford,,,,Hip,,Full Participation in Practice,2019-09-06T11:59:51Z
2019,REG,DAL,1,00-0033658,TE,Blake Jarwin,Blake,Jarwin,,,,Foot,,Full Participation in Practice,2019-09-06T11:59:51Z
2019,REG,DAL,1,00-0032239,CB,Byron Jones,Byron,Jones,,,,Hip,,Full Participation in Practice,2019-09-06T11:59:51Z
2019,REG,DAL,1,00-0031411,DE,Demarcus Lawrence,Demarcus,Lawrence,,,,Shoulder,,Full Participation in Practice,2019-09-06T11:59:51Z
2019,REG,DAL,1,00-0034383,TE,Dalton Schultz,Dalton,Schultz,,,,Ankle,,Full Participation in Practice,2019-09-06T11:59:51Z
2019,REG,DAL,1,00-0027947,T,Tyron Smith,Tyron,Smith,,,,Back,,Full Participation in Practice,2019-09-06T11:59:51Z
2019,REG,DAL,1,00-0031402,G,Zack Martin,Zack,Martin,,,,Back,,Limited Participation in Practice,2019-09-06T11:59:51Z
2019,REG,DAL,1,00-0035413,LB,Luke Gifford,Luke,Gifford,Ankle,,Out,Ankle,,Did Not Participate In Practice,2019-09-06T12:00:29Z
2019,REG,DAL,1,00-0033083,S,Darian Thompson,Darian,Thompson,Ankle,,Out,Ankle,,Did Not Participate In Practice,2019-09-06T12:01:59Z
2019,REG,DAL,1,00-0035301,S,Donovan Wilson,Donovan,Wilson,Ankle,,Out,Ankle,,Did Not Participate In Practice,2019-09-06T12:02:12Z
2019,REG,DEN,1,00-0034111,S,Trey Marshall,Trey,Marshall,,,,Neck,,Full Participation in Practice,2019-09-07T12:24:12Z
2019,REG,DEN,1,00-0034393,TE,Troy Fumagalli,Troy,Fumagalli,,,,Illness,,Limited Participation in Practice,2019-09-07T12:24:22Z
2019,REG,DEN,1,00-0032956,RB,Andy Janovich,Andy,Janovich,Pectoral,,Out,Pectoral,,Did Not Participate In Practice,2019-09-07T12:24:36Z
2019,REG,DEN,1,00-0033659,LB,Joseph Jones,Joseph,Jones,Tricep,,Out,Tricep,,Did Not Participate In Practice,2019-09-07T12:24:45Z
2019,REG,DEN,1,00-0031427,LB,Todd Davis,Todd,Davis,Calf,,Doubtful,Calf,,Did Not Participate In Practice,2019-09-07T12:24:29Z
2019,REG,DEN,1,00-0031904,CB,Bryce Callahan,Bryce,Callahan,Foot,,Questionable,Foot,,Limited Participation in Practice,2019-09-07T12:24:23Z
2019,REG,DET,1,00-0031566,DE,Trey Flowers,Trey,Flowers,,,,Shoulder,,Full Participation in Practice,2019-09-06T13:00:10Z
2019,REG,DET,1,00-0034371,DE,Da'Shawn Hand,Da'Shawn,Hand,Elbow,,Out,Elbow,,Limited Participation in Practice,2019-09-07T10:55:25Z
2019,REG,DET,1,00-0033539,LB,Jarrad Davis,Jarrad,Davis,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2019-09-06T13:03:50Z
2019,REG,DET,1,00-0029901,CB,Rashaan Melvin,Rashaan,Melvin,Knee,,Questionable,Knee,,Limited Participation in Practice,2019-09-06T13:04:52Z
2019,REG,DET,1,00-0034345,C,Frank Ragnow,Frank,Ragnow,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2019-09-06T13:06:41Z
2019,REG,GB,1,00-0035671,TE,Jace Sternberger,Jace,Sternberger,,,,Ankle,,Did Not Participate In Practice,2019-09-03T12:54:29Z
2019,REG,GB,1,00-0033929,DT,Montravius Adams,Montravius,Adams,,,,Groin,,Full Participation in Practice,2019-09-04T10:01:16Z
2019,REG,GB,1,00-0033438,DE,Fadol Brown,Fadol,Brown,,,,Calf,,Full Participation in Practice,2019-09-04T10:01:16Z
2019,REG,GB,1,00-0027875,T,Bryan Bulaga,Bryan,Bulaga,,,,Not Injury Related,,Full Participation in Practice,2019-09-04T10:01:16Z
2019,REG,GB,1,00-0033120,DT,Kenny Clark,Kenny,Clark,,,,Ankle,,Full Participation in Practice,2019-09-04T10:01:16Z
2019,REG,GB,1,00-0027696,TE,Jimmy Graham,Jimmy,Graham,,,,Finger,,Full Participation in Practice,2019-09-04T10:01:16Z
2019,REG,GB,1,00-0034751,CB,Josh Jackson,Josh,Jackson,,,,Achilles,,Full Participation in Practice,2019-09-04T10:01:16Z
2019,REG,GB,1,00-0033293,RB,Aaron Jones,Aaron,Jones,,,,Hamstring,,Full Participation in Practice,2019-09-04T10:01:16Z
2019,REG,GB,1,00-0034185,DT,Tyler Lancaster,Tyler,Lancaster,,,,Ankle,,Full Participation in Practice,2019-09-04T10:01:16Z
2019,REG,GB,1,00-0034186,T,Alex Light,Alex,Light,,,,Wrist,,Full Participation in Practice,2019-09-04T10:01:16Z
2019,REG,GB,1,00-0034269,G,Cole Madison,Cole,Madison,,,,Ankle,,Full Participation in Practice,2019-09-04T10:01:16Z
2019,REG,GB,1,00-0032408,LB,Blake Martinez,Blake,Martinez,,,,Back,,Full Participation in Practice,2019-09-04T10:01:16Z
2019,REG,GB,1,00-0033124,S,Will Redmond,Will,Redmond,,,,Ankle,,Full Participation in Practice,2019-09-04T10:01:16Z
2019,REG,GB,1,00-0032794,RB,Dan Vitale,Dan,Vitale,,,,Calf,,Full Participation in Practice,2019-09-04T10:01:16Z
2019,REG,GB,1,00-0033948,RB,Jamaal Williams,Jamaal,Williams,,,,Hamstring,,Full Participation in Practice,2019-09-04T10:01:16Z
2019,REG,GB,1,00-0033524,CB,Kevin King,Kevin,King,,,,Hamstring,,Limited Participation in Practice,2019-09-04T10:01:16Z
2019,REG,GB,1,00-0024061,CB,Tramon Williams,Tramon,Williams,,,,Knee,,Limited Participation in Practice,2019-09-04T10:01:16Z
2019,REG,GB,1,00-0034754,LB,Oren Burks,Oren,Burks,Chest,,Out,Chest,,Did Not Participate In Practice,2019-09-04T10:01:55Z
2019,REG,GB,1,00-0035181,WR,Darrius Shepherd,Darrius,Shepherd,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2019-09-04T10:02:30Z
2019,REG,GB,1,00-0034990,CB,Ka'dar Hollman,Ka'dar,Hollman,Neck,,Questionable,Neck,,Limited Participation in Practice,2019-09-04T10:01:34Z
2019,REG,HOU,1,00-0030997,G,Zach Fulton,Zach,Fulton,,,,Toe,,Full Participation in Practice,2019-09-07T11:51:32Z
2019,REG,HOU,1,00-0034361,S,Justin Reid,Justin,Reid,,,,Shoulder,,Full Participation in Practice,2019-09-07T11:51:32Z
2019,REG,HOU,1,00-0033563,DE,Carlos Watkins,Carlos,Watkins,,,,Non-Football Injury,,Full Participation in Practice,2019-09-07T11:51:32Z
2019,REG,HOU,1,00-0035234,T,Tytus Howard,Tytus,Howard,Finger,,Questionable,Finger,,Full Participation in Practice,2019-09-07T11:52:08Z
2019,REG,HOU,1,00-0034366,WR,Keke Coutee,Keke,Coutee,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2019-09-07T11:51:52Z
2019,REG,HOU,1,00-0031923,C,Greg Mancz,Greg,Mancz,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2019-09-07T11:52:26Z
2019,REG,IND,1,00-0027960,T,Anthony Castonzo,Anthony,Castonzo,,,,Not Injury Related,,Did Not Participate In Practice,2019-09-06T12:21:18Z
2019,REG,IND,1,00-0029608,WR,T.Y. Hilton,T.Y.,Hilton,,,,Not Injury Related,,Did Not Participate In Practice,2019-09-06T12:21:29Z
2019,REG,IND,1,00-0028008,DE,Justin Houston,Justin,Houston,,,,Not Injury Related,,Did Not Participate In Practice,2019-09-06T12:21:45Z
2019,REG,IND,1,00-0032055,WR,Devin Funchess,Devin,Funchess,,,,Back,,Full Participation in Practice,2019-09-06T12:20:12Z
2019,REG,IND,1,00-0031571,S,Clayton Geathers,Clayton,Geathers,,,,Not Injury Related,,Full Participation in Practice,2019-09-06T12:20:23Z
2019,REG,IND,1,00-0033393,CB,Kenny Moore,Kenny,Moore,,,,Thumb,,Full Participation in Practice,2019-09-06T12:20:30Z
2019,REG,IND,1,00-0027975,DE,Jabaal Sheard,Jabaal,Sheard,Knee,,Out,Knee,,Did Not Participate In Practice,2019-09-06T12:23:47Z
2019,REG,IND,1,00-0032975,RB,Jonathan Williams,Jonathan,Williams,Rib,,Out,Rib,,Did Not Participate In Practice,2019-09-06T12:23:57Z
2019,REG,IND,1,00-0034354,DE,Kemoko Turay,Kemoko,Turay,Neck,,Questionable,Neck,,Did Not Participate In Practice,2019-09-06T12:23:10Z
2019,REG,IND,1,00-0034400,RB,Jordan Wilkins,Jordan,Wilkins,Ankle,,Questionable,Ankle,,Full Participation in Practice,2019-09-06T12:23:10Z
2019,REG,JAX,1,00-0031950,LB,D.J. Alexander,D.J.,Alexander,,,,Hamstring,,Full Participation in Practice,2019-09-06T10:51:07Z
2019,REG,JAX,1,00-0029567,QB,Nick Foles,Nick,Foles,,,,Abdomen,,Full Participation in Practice,2019-09-06T10:51:07Z
2019,REG,JAX,1,00-0031431,WR,Marqise Lee,Marqise,Lee,,,,Knee,,Full Participation in Practice,2019-09-06T10:51:07Z
2019,REG,JAX,1,00-0029799,DE,Lerentee McCray,Lerentee,McCray,,,,Ankle,,Full Participation in Practice,2019-09-06T10:51:07Z
2019,REG,JAX,1,00-0035680,LB,Quincy Williams,Quincy,Williams,,,,Knee,,Full Participation in Practice,2019-09-06T10:51:07Z
2019,REG,JAX,1,00-0032233,T,Cedric Ogbuehi,Cedric,Ogbuehi,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2019-09-06T10:52:42Z
2019,REG,JAX,1,00-0035249,TE,Josh Oliver,Josh,Oliver,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2019-09-06T10:52:50Z
2019,REG,JAX,1,00-0033889,T,Cam Robinson,Cam,Robinson,Knees,,Doubtful,Knees,,Did Not Participate In Practice,2019-09-06T10:52:34Z
2019,REG,JAX,1,00-0027941,DT,Marcell Dareus,Marcell,Dareus,Elbow,,Questionable,Elbow,,Limited Participation in Practice,2019-09-06T10:51:47Z
2019,REG,KC,1,00-0030459,S,Tyrann Mathieu,Tyrann,Mathieu,,,,Shoulder,,Full Participation in Practice,2019-09-06T12:41:57Z
2019,REG,KC,1,00-0034680,S,Armani Watts,Armani,Watts,,,,Shoulder,,Full Participation in Practice,2019-09-06T12:41:57Z
2019,REG,KC,1,00-0034301,RB,Darrel Williams,Darrel,Williams,,,,Shoulder,,Full Participation in Practice,2019-09-06T12:41:57Z
2019,REG,KC,1,00-0034319,TE,Deon Yelder,Deon,Yelder,,,,Ankle,,Full Participation in Practice,2019-09-06T12:41:57Z
2019,REG,KC,1,00-0032797,S,Jordan Lucas,Jordan,Lucas,Back,,Questionable,Back,,Did Not Participate In Practice,2019-09-06T12:44:57Z
2019,REG,KC,1,00-0031713,DT,Xavier Williams,Xavier,Williams,Illness,,Questionable,Illness,,Did Not Participate In Practice,2019-09-06T12:44:57Z
2019,REG,LA,1,00-0024270,T,Andrew Whitworth,Andrew,Whitworth,,,,Not Injury Related,,Full Participation in Practice,2019-09-06T12:29:41Z
2019,REG,LAC,1,00-0033588,DE,Isaac Rochell,Isaac,Rochell,,,,Ribs,,Full Participation in Practice,2019-09-06T12:42:37Z
2019,REG,LAC,1,00-0032916,CB,Trevor Williams,Trevor,Williams,Quadricep,,Out,Quadricep,,Did Not Participate In Practice,2019-09-06T12:51:12Z
2019,REG,LAC,1,00-0032895,LB,Jatavis Brown,Jatavis,Brown,Ankle,,Doubtful,Ankle,,Did Not Participate In Practice,2019-09-06T12:48:29Z
2019,REG,LAC,1,00-0031953,WR,Geremy Davis,Geremy,Davis,Hamstring,,Doubtful,Hamstring,,Did Not Participate In Practice,2019-09-06T12:48:47Z
2019,REG,LAC,1,00-0035437,S,Roderic Teamer,Roderic,Teamer,Hamstring,,Doubtful,Hamstring,,Did Not Participate In Practice,2019-09-06T12:50:32Z
2019,REG,LAC,1,00-0034084,K,Michael Badgley,Michael,Badgley,right Groin,,Doubtful,right Groin,,Limited Participation in Practice,2019-09-07T13:14:34Z
2019,REG,LAC,1,00-0035262,LB,Drue Tranquill,Drue,Tranquill,Back,,Questionable,Back,,Full Participation in Practice,2019-09-06T12:48:10Z
2019,REG,LAC,1,00-0032103,LB,Denzel Perryman,Denzel,Perryman,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2019-09-06T12:48:10Z
2019,REG,MIA,1,00-0030070,DT,John Jenkins,John,Jenkins,,,,Illness,,Limited Participation in Practice,2019-09-04T11:33:27Z
2019,REG,MIA,1,00-0035272,LB,Andrew Van Ginkel,Andrew,Van Ginkel,,,,Foot,,Limited Participation in Practice,2019-09-05T11:47:45Z
2019,REG,MIA,1,00-0034588,DE,Trent Harris,Trent,Harris,Foot,,Questionable,Foot,,Did Not Participate In Practice,2019-09-06T10:43:22Z
2019,REG,MIA,1,00-0033880,DE,Charles Harris,Charles,Harris,Wrist,,Questionable,Wrist,,Full Participation in Practice,2019-09-06T10:43:22Z
2019,REG,MIA,1,00-0029065,CB,Johnson Bademosi,Johnson,Bademosi,Hip,,Questionable,Hip,,Limited Participation in Practice,2019-09-06T10:43:22Z
2019,REG,MIA,1,00-0033960,G,Danny Isidora,Danny,Isidora,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2019-09-06T10:43:22Z
2019,REG,MIA,1,00-0031587,CB,Bobby McCain,Bobby,McCain,Shoulder,,Questionable,Shoulder,,Limited Participation in Practice,2019-09-06T10:43:22Z
2019,REG,MIA,1,00-0030669,WR,Albert Wilson,Albert,Wilson,Hip,Calf,Questionable,Hip,Calf,Limited Participation in Practice,2019-09-06T10:43:22Z
2019,REG,MIN,1,00-0032389,CB,Mackensie Alexander,Mackensie,Alexander,,,,Hamstring,,Full Participation in Practice,2019-09-06T11:49:32Z
2019,REG,MIN,1,00-0032422,LB,Kentrell Brothers,Kentrell,Brothers,,,,Wrist,,Full Participation in Practice,2019-09-06T11:49:32Z
2019,REG,MIN,1,00-0027701,DE,Everson Griffen,Everson,Griffen,,,,Elbow,,Full Participation in Practice,2019-09-06T11:49:32Z
2019,REG,MIN,1,00-0027885,DT,Linval Joseph,Linval,Joseph,,,,Shoulder,,Full Participation in Practice,2019-09-06T11:49:32Z
2019,REG,MIN,1,00-0034158,T,Brian O'Neill,Brian,O'Neill,,,,Elbow,,Full Participation in Practice,2019-09-06T11:49:32Z
2019,REG,MIN,1,00-0034843,CB,Mike Hughes,Mike,Hughes,Knee,,Out,Knee,,Limited Participation in Practice,2019-09-06T11:50:07Z
2019,REG,MIN,1,00-0034270,TE,Tyler Conklin,Tyler,Conklin,Ribs,,Questionable,Ribs,,Limited Participation in Practice,2019-09-06T11:49:52Z
2019,REG,MIN,1,00-0031588,WR,Stefon Diggs,Stefon,Diggs,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2019-09-06T11:49:52Z
2019,REG,NE,1,00-0031744,TE,Matt LaCosse,Matt,LaCosse,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2019-09-06T12:55:57Z
2019,REG,NE,1,00-0033900,S,Obi Melifonwu,Obi,Melifonwu,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2019-09-06T12:55:57Z
2019,REG,NE,1,00-0027874,WR,Demaryius Thomas,Demaryius,Thomas,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2019-09-06T12:55:57Z
2019,REG,NO,1,00-0033914,LB,Alex Anzalone,Alex,Anzalone,,,,Shoulder,,Full Participation in Practice,2019-09-07T12:15:47Z
2019,REG,NO,1,00-0029931,RB,Zach Line,Zach,Line,,,,Knee,,Full Participation in Practice,2019-09-07T12:15:47Z
2019,REG,NO,1,00-0032450,RB,Dwayne Washington,Dwayne,Washington,,,,Ankle,Concussion,Full Participation in Practice,2019-09-07T12:15:47Z
2019,REG,NO,1,00-0032265,DE,Mario Edwards,Mario,Edwards,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2019-09-07T12:15:59Z
2019,REG,NO,1,00-0032759,DT,Sheldon Rankins,Sheldon,Rankins,Achilles,,Out,Achilles,,Limited Participation in Practice,2019-09-07T12:16:19Z
2019,REG,NO,1,00-0028834,LB,Craig Robertson,Craig,Robertson,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2019-09-07T12:15:53Z
2019,REG,NYG,1,00-0032933,CB,Antonio Hamilton,Antonio,Hamilton,,,,Adductor,,Full Participation in Practice,2019-09-06T09:50:02Z
2019,REG,NYG,1,00-0029164,G,Mike Remmers,Mike,Remmers,,,,Illness,Back,Full Participation in Practice,2019-09-06T09:50:12Z
2019,REG,NYG,1,00-0029629,LB,Nathan Stupar,Nathan,Stupar,,,,Concussion,,Full Participation in Practice,2019-09-05T12:08:57Z
2019,REG,NYG,1,00-0034795,TE,Garrett Dickerson,Garrett,Dickerson,Quadricep,,Out,Quadricep,,Did Not Participate In Practice,2019-09-06T09:50:28Z
2019,REG,NYG,1,00-0035535,WR,Darius Slayton,Darius,Slayton,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2019-09-06T09:50:54Z
2019,REG,NYJ,1,00-0034805,DE,John Franklin-Myers,John,Franklin-Myers,,,,Foot,,Full Participation in Practice,2019-09-06T13:08:47Z
2019,REG,NYJ,1,00-0033568,CB,Nate Hairston,Nate,Hairston,,,,Hip,,Full Participation in Practice,2019-09-06T13:08:47Z
2019,REG,NYJ,1,00-0031188,CB,Bennett Jackson,Bennett,Jackson,,,,Shoulder,,Full Participation in Practice,2019-09-06T13:08:47Z
2019,REG,NYJ,1,00-0034302,LB,Frankie Luvu,Frankie,Luvu,,,,Hand,,Full Participation in Practice,2019-09-06T13:08:47Z
2019,REG,NYJ,1,00-0026564,DT,Steve McLendon,Steve,McLendon,,,,Wrist,,Full Participation in Practice,2019-09-06T13:08:47Z
2019,REG,NYJ,1,00-0030170,S,Rontez Miles,Rontez,Miles,,,,Hip,,Full Participation in Practice,2019-09-06T13:08:47Z
2019,REG,NYJ,1,00-0029259,G,Kelechi Osemele,Kelechi,Osemele,,,,Chest,,Full Participation in Practice,2019-09-06T13:08:47Z
2019,REG,NYJ,1,00-0032420,T,Brandon Shell,Brandon,Shell,,,,Knee,,Full Participation in Practice,2019-09-06T13:08:47Z
2019,REG,NYJ,1,00-0030066,G,Brian Winters,Brian,Winters,,,,Shoulder,,Full Participation in Practice,2019-09-06T13:08:47Z
2019,REG,NYJ,1,00-0032688,WR,Robby Anderson,Robby,Anderson,Calf,,Questionable,Calf,,Limited Participation in Practice,2019-09-06T13:08:50Z
2019,REG,NYJ,1,00-0034419,WR,Braxton Berrios,Braxton,Berrios,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2019-09-06T13:08:50Z
2019,REG,NYJ,1,00-0029690,CB,Trumaine Johnson,Trumaine,Johnson,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2019-09-06T13:08:50Z
2019,REG,OAK,1,00-0027793,WR,Antonio Brown,Antonio,Brown,,,,Not Injury Related,,Did Not Participate In Practice,2019-09-05T13:50:15Z
2019,REG,OAK,1,00-0031367,G,Gabe Jackson,Gabe,Jackson,Knee,,Out,Knee,,Did Not Participate In Practice,2019-09-07T11:59:41Z
2019,REG,OAK,1,00-0027956,DT,Corey Liuget,Corey,Liuget,Knee,,Questionable,Knee,,Limited Participation in Practice,2019-09-07T11:59:34Z
2019,REG,OAK,1,00-0033445,LB,Nicholas Morrow,Nicholas,Morrow,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2019-09-07T11:59:34Z
2019,REG,OAK,1,00-0032112,WR,J.J. Nelson,J.J.,Nelson,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2019-09-07T11:59:34Z
2019,REG,PHI,1,00-0033876,DE,Derek Barnett,Derek,Barnett,,,,Shoulder,,Full Participation in Practice,2019-09-06T12:18:37Z
2019,REG,PHI,1,00-0029679,G,Brandon Brooks,Brandon,Brooks,,,,Achilles,,Full Participation in Practice,2019-09-06T12:18:42Z
2019,REG,PHI,1,00-0033792,S,Rudy Ford,Rudy,Ford,,,,Achilles,,Full Participation in Practice,2019-09-06T12:18:31Z
2019,REG,PHI,1,00-0029137,WR,Alshon Jeffery,Alshon,Jeffery,,,,Biceps,,Full Participation in Practice,2019-09-06T12:18:54Z
2019,REG,PHI,1,00-0028129,C,Jason Kelce,Jason,Kelce,,,,Not Injury Related,,Full Participation in Practice,2019-09-06T12:18:31Z
2019,REG,PHI,1,00-0032437,LB,Kamu Grugier-Hill,Kamu,Grugier-Hill,Knee,,Out,Knee,,Did Not Participate In Practice,2019-09-06T12:19:55Z
2019,REG,PHI,1,00-0034429,T,Jordan Mailata,Jordan,Mailata,Back,,Out,Back,,Did Not Participate In Practice,2019-09-06T12:20:02Z
2019,REG,PHI,1,00-0032792,QB,Nate Sudfeld,Nate,Sudfeld,left Wrist,,Out,left Wrist,,Did Not Participate In Practice,2019-09-06T12:20:08Z
2019,REG,PIT,1,00-0029670,LB,Mark Barron,Mark,Barron,,,,Not Injury Related,,Full Participation in Practice,2019-09-06T11:32:26Z
2019,REG,PIT,1,00-0033053,S,Sean Davis,Sean,Davis,Ankle,,Doubtful,Ankle,,Did Not Participate In Practice,2019-09-06T11:32:50Z
2019,REG,SEA,1,00-0035139,S,Marquise Blair,Marquise,Blair,,,,Back,,Full Participation in Practice,2019-09-06T14:37:40Z
2019,REG,SEA,1,00-0026166,T,Duane Brown,Duane,Brown,,,,Knee,,Full Participation in Practice,2019-09-06T14:37:47Z
2019,REG,SEA,1,00-0030300,WR,Jaron Brown,Jaron,Brown,,,,Toe,,Full Participation in Practice,2019-09-06T14:37:53Z
2019,REG,SEA,1,00-0032466,T,George Fant,George,Fant,,,,Ankle,,Full Participation in Practice,2019-09-06T14:38:09Z
2019,REG,SEA,1,00-0034755,LB,Shaquem Griffin,Shaquem,Griffin,,,,Knee,,Full Participation in Practice,2019-09-06T14:37:40Z
2019,REG,SEA,1,00-0035640,WR,DK Metcalf,DK,Metcalf,,,,Knee,,Full Participation in Practice,2019-09-06T14:37:40Z
2019,REG,SEA,1,00-0031364,DE,Jadeveon Clowney,Jadeveon,Clowney,,,,Not Injury Related,,Limited Participation in Practice,2019-09-06T14:37:40Z
2019,REG,SEA,1,00-0032443,C,Joey Hunt,Joey,Hunt,Ankle,,Out,Ankle,,Did Not Participate In Practice,2019-09-06T12:58:10Z
2019,REG,SEA,1,00-0033589,WR,David Moore,David,Moore,Shoulder,,Out,Shoulder,,Did Not Participate In Practice,2019-09-06T12:58:35Z
